/content/trainingproject/en/products,Products,/apps/trainingproject/templates/page-home,/etc/tags/we-retail/apparel,TRUE
/content/trainingproject/en/products/women,Women,,/etc/tags/we-retail/gender/women,TRUE
/content/trainingproject/en/products/women/coats,Coats,,/etc/tags/we-retail/apparel/coat,TRUE
/content/trainingproject/en/products/women/coats/raincoat,Rain Coats,,/etc/tags/we-retail/apparel/coat,
/content/trainingproject/en/products/women/coats/insulated,Insulated Coats,,/etc/tags/we-retail/apparel/coat,
/content/trainingproject/en/products/women/shirts,Shirts,,/etc/tags/we-retail/apparel/shirt,TRUE
/content/trainingproject/en/products/women/shirts/tshirt,T-shirts,,/etc/tags/we-retail/apparel/shirt,
/content/trainingproject/en/products/women/shirts/polo,Polo Shirts,,/etc/tags/we-retail/apparel/shirt,
/content/trainingproject/en/products/women/pants,Pants,,/etc/tags/we-retail/apparel/pants,TRUE
/content/trainingproject/en/products/women/pants/jeans,Jeans,,/etc/tags/we-retail/apparel/pants,
/content/trainingproject/en/products/women/pants/stretchypants,Stretchy Pants,,/etc/tags/we-retail/apparel/pants,
/content/trainingproject/en/products/women/shorts,Shorts,,/etc/tags/we-retail/apparel/shorts,TRUE
/content/trainingproject/en/products/women/shorts/khakis,Khaki Shorts,,/etc/tags/we-retail/apparel/shorts,
/content/trainingproject/en/products/women/shorts/jeans,Jean Shorts,,/etc/tags/we-retail/apparel/shorts,
/content/trainingproject/en/products/men,Men,,/etc/tags/we-retail/gender/men,TRUE
/content/trainingproject/en/products/men/coats,Coats,,/etc/tags/we-retail/apparel/coat,TRUE
/content/trainingproject/en/products/men/coats/raincoat,Rain Coats,,/etc/tags/we-retail/apparel/coat,
/content/trainingproject/en/products/men/coats/insulated,Insulated Coats,,/etc/tags/we-retail/apparel/coat,
/content/trainingproject/en/products/men/shirts,Shirts,,/etc/tags/we-retail/apparel/shirt,TRUE
/content/trainingproject/en/products/men/shirts/tshirt,T-shirts,,/etc/tags/we-retail/apparel/shirt,
/content/trainingproject/en/products/men/shirts/polo,Polo Shirts,,/etc/tags/we-retail/apparel/shirt,
/content/trainingproject/en/products/men/pants,Pants,,/etc/tags/we-retail/apparel/pants,TRUE
/content/trainingproject/en/products/men/pants/jeans,Jeans,,/etc/tags/we-retail/apparel/pants,
/content/trainingproject/en/products/men/pants/stretchypants,Stretchy Pants,,/etc/tags/we-retail/apparel/pants,
/content/trainingproject/en/products/men/shorts,Shorts,,/etc/tags/we-retail/apparel/shorts,TRUE
/content/trainingproject/en/products/men/shorts/khakis,Khaki Shorts,,/etc/tags/we-retail/apparel/shorts,
/content/trainingproject/en/products/men/shorts/jeans,Jean Shorts,,/etc/tags/we-retail/apparel/shorts,
